DATE,DATE_NAME,DATE_CODE,DATE_TYPE,DATE_TYPECODE,DATE_SORTORDER,GEOGRAPHY,GEOGRAPHY_NAME,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,GEOGRAPHY_SORTORDER,C2021_EASTAT_20,C2021_EASTAT_20_NAME,C2021_EASTAT_20_CODE,C2021_EASTAT_20_TYPE,C2021_EASTAT_20_TYPECODE,C2021_EASTAT_20_SORTORDER,MEASURES,MEASURES_NAME,OBS_VALUE,OBS_STATUS,OBS_STATUS_NAME,OBS_CONF,OBS_CONF_NAME,URN,RECORD_OFFSET,RECORD_COUNT
2021,2021,2021,date,0,0,1774190600,Blackburn with Darwen,E06000008,local authorities: county / unitary (as of April 2023),423,14,1008,Economically active and a full-time student:In employment:Employee,1008,Economic activity status,1000000,15,20301,Percent,1.6,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190600d8a9d20301,899,10850
2021,2021,2021,date,0,0,1774190600,Blackburn with Darwen,E06000008,local authorities: county / unitary (as of April 2023),423,14,8,Economically active and a full-time student: In employment: Employee: Part-time,_8,Economic activity status,1000000,16,20100,Value,1525,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190600d8d20100,900,10850
2021,2021,2021,date,0,0,1774190600,Blackburn with Darwen,E06000008,local authorities: county / unitary (as of April 2023),423,14,8,Economically active and a full-time student: In employment: Employee: Part-time,_8,Economic activity status,1000000,16,20301,Percent,1.3,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190600d8d20301,901,10850
2021,2021,2021,date,0,0,1774190600,Blackburn with Darwen,E06000008,local authorities: county / unitary (as of April 2023),423,14,9,Economically active and a full-time student: In employment: Employee: Full-time,_9,Economic activity status,1000000,17,20100,Value,407,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190600d9d20100,902,10850
2021,2021,2021,date,0,0,1774190600,Blackburn with Darwen,E06000008,local authorities: county / unitary (as of April 2023),423,14,9,Economically active and a full-time student: In employment: Employee: Full-time,_9,Economic activity status,1000000,17,20301,Percent,0.3,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190600d9d20301,903,10850
2021,2021,2021,date,0,0,1774190600,Blackburn with Darwen,E06000008,local authorities: county / unitary (as of April 2023),423,14,1009,Economically active and a full-time student:In employment:Self-employed with employees,1009,Economic activity status,1000000,18,20100,Value,17,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190600d10a11d20100,904,10850
2021,2021,2021,date,0,0,1774190600,Blackburn with Darwen,E06000008,local authorities: county / unitary (as of April 2023),423,14,1009,Economically active and a full-time student:In employment:Self-employed with employees,1009,Economic activity status,1000000,18,20301,Percent,0,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190600d10a11d20301,905,10850
2021,2021,2021,date,0,0,1774190600,Blackburn with Darwen,E06000008,local authorities: county / unitary (as of April 2023),423,14,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,_10,Economic activity status,1000000,19,20100,Value,10,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190600d10d20100,906,10850
2021,2021,2021,date,0,0,1774190600,Blackburn with Darwen,E06000008,local authorities: county / unitary (as of April 2023),423,14,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,_10,Economic activity status,1000000,19,20301,Percent,0,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190600d10d20301,907,10850
2021,2021,2021,date,0,0,1774190600,Blackburn with Darwen,E06000008,local authorities: county / unitary (as of April 2023),423,14,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,_11,Economic activity status,1000000,20,20100,Value,7,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190600d11d20100,908,10850
2021,2021,2021,date,0,0,1774190600,Blackburn with Darwen,E06000008,local authorities: county / unitary (as of April 2023),423,14,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,_11,Economic activity status,1000000,20,20301,Percent,0,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190600d11d20301,909,10850
2021,2021,2021,date,0,0,1774190600,Blackburn with Darwen,E06000008,local authorities: county / unitary (as of April 2023),423,14,1010,Economically active and a full-time student:In employment:Self-employed without employees,1010,Economic activity status,1000000,21,20100,Value,93,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190600d12a13d20100,910,10850
2021,2021,2021,date,0,0,1774190600,Blackburn with Darwen,E06000008,local authorities: county / unitary (as of April 2023),423,14,1010,Economically active and a full-time student:In employment:Self-employed without employees,1010,Economic activity status,1000000,21,20301,Percent,0.1,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190600d12a13d20301,911,10850
2021,2021,2021,date,0,0,1774190600,Blackburn with Darwen,E06000008,local authorities: county / unitary (as of April 2023),423,14,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,_12,Economic activity status,1000000,22,20100,Value,79,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190600d12d20100,912,10850
2021,2021,2021,date,0,0,1774190600,Blackburn with Darwen,E06000008,local authorities: county / unitary (as of April 2023),423,14,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,_12,Economic activity status,1000000,22,20301,Percent,0.1,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190600d12d20301,913,10850
2021,2021,2021,date,0,0,1774190600,Blackburn with Darwen,E06000008,local authorities: county / unitary (as of April 2023),423,14,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,_13,Economic activity status,1000000,23,20100,Value,14,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190600d13d20100,914,10850
2021,2021,2021,date,0,0,1774190600,Blackburn with Darwen,E06000008,local authorities: county / unitary (as of April 2023),423,14,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,_13,Economic activity status,1000000,23,20301,Percent,0,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190600d13d20301,915,10850
2021,2021,2021,date,0,0,1774190600,Blackburn with Darwen,E06000008,local authorities: county / unitary (as of April 2023),423,14,14,Economically active and a full-time student: Unemployed,_14,Economic activity status,1000000,24,20100,Value,724,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190600d14d20100,916,10850
2021,2021,2021,date,0,0,1774190600,Blackburn with Darwen,E06000008,local authorities: county / unitary (as of April 2023),423,14,14,Economically active and a full-time student: Unemployed,_14,Economic activity status,1000000,24,20301,Percent,0.6,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190600d14d20301,917,10850
2021,2021,2021,date,0,0,1774190600,Blackburn with Darwen,E06000008,local authorities: county / unitary (as of April 2023),423,14,1011,Economically inactive,1011,Economic activity status,1000000,25,20100,Value,51398,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190600d15a16a17a18a19d20100,918,10850
2021,2021,2021,date,0,0,1774190600,Blackburn with Darwen,E06000008,local authorities: county / unitary (as of April 2023),423,14,1011,Economically inactive,1011,Economic activity status,1000000,25,20301,Percent,43,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190600d15a16a17a18a19d20301,919,10850
2021,2021,2021,date,0,0,1774190600,Blackburn with Darwen,E06000008,local authorities: county / unitary (as of April 2023),423,14,15,Economically inactive: Retired,_15,Economic activity status,1000000,26,20100,Value,21250,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190600d15d20100,920,10850
2021,2021,2021,date,0,0,1774190600,Blackburn with Darwen,E06000008,local authorities: county / unitary (as of April 2023),423,14,15,Economically inactive: Retired,_15,Economic activity status,1000000,26,20301,Percent,17.8,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190600d15d20301,921,10850
2021,2021,2021,date,0,0,1774190600,Blackburn with Darwen,E06000008,local authorities: county / unitary (as of April 2023),423,14,16,Economically inactive: Student,_16,Economic activity status,1000000,27,20100,Value,7777,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190600d16d20100,922,10850
2021,2021,2021,date,0,0,1774190600,Blackburn with Darwen,E06000008,local authorities: county / unitary (as of April 2023),423,14,16,Economically inactive: Student,_16,Economic activity status,1000000,27,20301,Percent,6.5,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190600d16d20301,923,10850
2021,2021,2021,date,0,0,1774190600,Blackburn with Darwen,E06000008,local authorities: county / unitary (as of April 2023),423,14,17,Economically inactive: Looking after home or family,_17,Economic activity status,1000000,28,20100,Value,9594,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190600d17d20100,924,10850
2021,2021,2021,date,0,0,1774190600,Blackburn with Darwen,E06000008,local authorities: county / unitary (as of April 2023),423,14,17,Economically inactive: Looking after home or family,_17,Economic activity status,1000000,28,20301,Percent,8,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190600d17d20301,925,10850
2021,2021,2021,date,0,0,1774190600,Blackburn with Darwen,E06000008,local authorities: county / unitary (as of April 2023),423,14,18,Economically inactive: Long-term sick or disabled,_18,Economic activity status,1000000,29,20100,Value,7832,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190600d18d20100,926,10850
2021,2021,2021,date,0,0,1774190600,Blackburn with Darwen,E06000008,local authorities: county / unitary (as of April 2023),423,14,18,Economically inactive: Long-term sick or disabled,_18,Economic activity status,1000000,29,20301,Percent,6.6,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190600d18d20301,927,10850
2021,2021,2021,date,0,0,1774190600,Blackburn with Darwen,E06000008,local authorities: county / unitary (as of April 2023),423,14,19,Economically inactive: Other,_19,Economic activity status,1000000,30,20100,Value,4945,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190600d19d20100,928,10850
2021,2021,2021,date,0,0,1774190600,Blackburn with Darwen,E06000008,local authorities: county / unitary (as of April 2023),423,14,19,Economically inactive: Other,_19,Economic activity status,1000000,30,20301,Percent,4.1,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190600d19d20301,929,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,0,Total: All usual residents aged 16 years and over,0,Economic activity status,1000000,0,20100,Value,116338,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d0d20100,930,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,0,Total: All usual residents aged 16 years and over,0,Economic activity status,1000000,0,20301,Percent,100,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d0d20301,931,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,1001,Economically active (excluding full-time students),1001,Economic activity status,1000000,1,20100,Value,61973,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d1a2a3a4a5a6a7d20100,932,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,1001,Economically active (excluding full-time students),1001,Economic activity status,1000000,1,20301,Percent,53.3,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d1a2a3a4a5a6a7d20301,933,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,1002,Economically active (excluding full-time students):In employment,1002,Economic activity status,1000000,2,20100,Value,57545,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d1a2a3a4a5a6d20100,934,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,1002,Economically active (excluding full-time students):In employment,1002,Economic activity status,1000000,2,20301,Percent,49.5,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d1a2a3a4a5a6d20301,935,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,1003,Economically active (excluding full-time students):In employment:Employee,1003,Economic activity status,1000000,3,20100,Value,48004,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d1a2d20100,936,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,1003,Economically active (excluding full-time students):In employment:Employee,1003,Economic activity status,1000000,3,20301,Percent,41.3,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d1a2d20301,937,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,1,Economically active (excluding full-time students): In employment: Employee: Part-time,_1,Economic activity status,1000000,4,20100,Value,14349,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d1d20100,938,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,1,Economically active (excluding full-time students): In employment: Employee: Part-time,_1,Economic activity status,1000000,4,20301,Percent,12.3,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d1d20301,939,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,2,Economically active (excluding full-time students): In employment: Employee: Full-time,_2,Economic activity status,1000000,5,20100,Value,33655,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d2d20100,940,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,2,Economically active (excluding full-time students): In employment: Employee: Full-time,_2,Economic activity status,1000000,5,20301,Percent,28.9,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d2d20301,941,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,1004,Economically active (excluding full-time students):In employment:Self-employed with employees,1004,Economic activity status,1000000,6,20100,Value,1303,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d3a4d20100,942,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,1004,Economically active (excluding full-time students):In employment:Self-employed with employees,1004,Economic activity status,1000000,6,20301,Percent,1.1,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d3a4d20301,943,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,_3,Economic activity status,1000000,7,20100,Value,360,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d3d20100,944,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,_3,Economic activity status,1000000,7,20301,Percent,0.3,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d3d20301,945,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,_4,Economic activity status,1000000,8,20100,Value,943,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d4d20100,946,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,_4,Economic activity status,1000000,8,20301,Percent,0.8,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d4d20301,947,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,1005,Economically active (excluding full-time students):In employment:Self-employed without employees,1005,Economic activity status,1000000,9,20100,Value,8238,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d5a6d20100,948,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,1005,Economically active (excluding full-time students):In employment:Self-employed without employees,1005,Economic activity status,1000000,9,20301,Percent,7.1,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d5a6d20301,949,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,_5,Economic activity status,1000000,10,20100,Value,3546,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d5d20100,950,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,_5,Economic activity status,1000000,10,20301,Percent,3,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d5d20301,951,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,_6,Economic activity status,1000000,11,20100,Value,4692,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d6d20100,952,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,_6,Economic activity status,1000000,11,20301,Percent,4,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d6d20301,953,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,7,Economically active (excluding full-time students): Unemployed,_7,Economic activity status,1000000,12,20100,Value,4428,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d7d20100,954,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,7,Economically active (excluding full-time students): Unemployed,_7,Economic activity status,1000000,12,20301,Percent,3.8,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d7d20301,955,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,1006,Economically active and a full-time student,1006,Economic activity status,1000000,13,20100,Value,2378,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d8a9a10a11a12a13a14d20100,956,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,1006,Economically active and a full-time student,1006,Economic activity status,1000000,13,20301,Percent,2,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d8a9a10a11a12a13a14d20301,957,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,1007,Economically active and a full-time student:In employment,1007,Economic activity status,1000000,14,20100,Value,1816,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d8a9a10a11a12a13d20100,958,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,1007,Economically active and a full-time student:In employment,1007,Economic activity status,1000000,14,20301,Percent,1.6,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d8a9a10a11a12a13d20301,959,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,1008,Economically active and a full-time student:In employment:Employee,1008,Economic activity status,1000000,15,20100,Value,1732,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d8a9d20100,960,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,1008,Economically active and a full-time student:In employment:Employee,1008,Economic activity status,1000000,15,20301,Percent,1.5,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d8a9d20301,961,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,8,Economically active and a full-time student: In employment: Employee: Part-time,_8,Economic activity status,1000000,16,20100,Value,1333,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d8d20100,962,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,8,Economically active and a full-time student: In employment: Employee: Part-time,_8,Economic activity status,1000000,16,20301,Percent,1.1,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d8d20301,963,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,9,Economically active and a full-time student: In employment: Employee: Full-time,_9,Economic activity status,1000000,17,20100,Value,399,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d9d20100,964,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,9,Economically active and a full-time student: In employment: Employee: Full-time,_9,Economic activity status,1000000,17,20301,Percent,0.3,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d9d20301,965,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,1009,Economically active and a full-time student:In employment:Self-employed with employees,1009,Economic activity status,1000000,18,20100,Value,14,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d10a11d20100,966,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,1009,Economically active and a full-time student:In employment:Self-employed with employees,1009,Economic activity status,1000000,18,20301,Percent,0,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d10a11d20301,967,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,_10,Economic activity status,1000000,19,20100,Value,9,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d10d20100,968,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,_10,Economic activity status,1000000,19,20301,Percent,0,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d10d20301,969,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,_11,Economic activity status,1000000,20,20100,Value,5,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d11d20100,970,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,_11,Economic activity status,1000000,20,20301,Percent,0,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d11d20301,971,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,1010,Economically active and a full-time student:In employment:Self-employed without employees,1010,Economic activity status,1000000,21,20100,Value,70,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d12a13d20100,972,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,1010,Economically active and a full-time student:In employment:Self-employed without employees,1010,Economic activity status,1000000,21,20301,Percent,0.1,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d12a13d20301,973,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,_12,Economic activity status,1000000,22,20100,Value,47,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d12d20100,974,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,_12,Economic activity status,1000000,22,20301,Percent,0,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d12d20301,975,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,_13,Economic activity status,1000000,23,20100,Value,23,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d13d20100,976,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,_13,Economic activity status,1000000,23,20301,Percent,0,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d13d20301,977,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,14,Economically active and a full-time student: Unemployed,_14,Economic activity status,1000000,24,20100,Value,562,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d14d20100,978,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,14,Economically active and a full-time student: Unemployed,_14,Economic activity status,1000000,24,20301,Percent,0.5,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d14d20301,979,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,1011,Economically inactive,1011,Economic activity status,1000000,25,20100,Value,51987,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d15a16a17a18a19d20100,980,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,1011,Economically inactive,1011,Economic activity status,1000000,25,20301,Percent,44.7,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d15a16a17a18a19d20301,981,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,15,Economically inactive: Retired,_15,Economic activity status,1000000,26,20100,Value,27743,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d15d20100,982,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,15,Economically inactive: Retired,_15,Economic activity status,1000000,26,20301,Percent,23.8,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d15d20301,983,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,16,Economically inactive: Student,_16,Economic activity status,1000000,27,20100,Value,4151,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d16d20100,984,10850
2021,2021,2021,date,0,0,1774190601,Blackpool,E06000009,local authorities: county / unitary (as of April 2023),423,15,16,Economically inactive: Student,_16,Economic activity status,1000000,27,20301,Percent,3.6,A,Normal Value,FALSE,Free (free for publication),Nm-2083d1d32336e0d1774190601d16d20301,985,10850
